,Date,Document_Name,Category,File_Path,File_Size,Checksum_SHA256,Page_Count,Evidence_ID,Bates_Start,Bates_End,Bates_Status,Exhibit_ID
311,2025-11-02 22:55:12-0600,2025 property ownership & funding overview.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2025 property ownership & funding overview.pdf,2296,3f6b5ee59fad5a32cd1d04cf257d73723366598c84e01fbdb2a59151eaad5b5f,,,,,,
313,2025-11-02 22:55:12-0600,2025-01-18 - Delivery of Signed POA Papers to Medellin.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2025-01-18 - Delivery of Signed POA Papers to Medellin.pdf,83158,246e17920dc9804559386c85481e2ad87153daf747edd5c9f58b746aa9009f56,,,,,,
319,2025-11-02 22:55:12-0600,2025-03-08 - Resolution of Sole Member Amendments B C.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2025-03-08 - Resolution of Sole Member Amendments B C.pdf,483779,337d4c406021ee2a794e1ae9969492b3dfc16cb6904505d53b27a7b4a0e67c0a,,,,,,
321,2025-11-02 22:55:12-0600,2025-04-01 - ARIBIA LLC Executive Appointment Sharon Jones.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2025-04-01 - ARIBIA LLC Executive Appointment Sharon Jones.pdf,464220,9df1d5387e6cbc8db868a80c87864de7bdd5cc7b1c1c2968c15cf6ec79446b4c,,,,,,
323,2025-11-02 22:55:12-0600,2025-11-19 - TERMINATION ARIBIA LLC INTL.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2025-11-19 - TERMINATION ARIBIA LLC INTL.pdf,222718,a199c1b6e78609403368f53335f97f34499bf54007027ad95c2e28b7b0231642,,,,,,
324,2025-11-02 22:55:12-0600,4343-06-22 - 4343 Clarendo Masnter Statement Fully Executed.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/4343-06-22 - 4343 Clarendo Masnter Statement Fully Executed.pdf,157610,33a10acb2d2ca1055e56f4399759883c305c5f8945ded7750e8ea1deba017b6a,,,,,,
326,2025-11-02 22:55:12-0600,Acuerdo privado de desalojo ARIBIA LLC.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Acuerdo privado de desalojo ARIBIA LLC.pdf,182048,2027319a4e0afb78b17e266626986178e208701ef8ebf669ea321c58348be2e6,,,,,,
330,2025-11-02 22:55:12-0600,ARIBIA LLC Business Entity Search.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/ARIBIA LLC Business Entity Search.pdf,107821,e5b3b740874e08283e598d77c825c0887e1ecdcb6fbab771203f8d078c66f35f,,,,,,
331,2025-11-02 22:55:12-0600,ARIBIA LLC Valuation Summary March to September 2024.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/ARIBIA LLC Valuation Summary March to September 2024.pdf,2473,27d90b9f9019bfcf72a6c3f4c3578e58894e99036d3027b2e5d5b667454cf02f,,,,,,
334,2025-11-02 22:55:12-0600,Cozy Castle Luisa Arias Equity Reduction for Unpaid Rent.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Cozy Castle Luisa Arias Equity Reduction for Unpaid Rent.pdf,255827,d4aeec8809e20635e668fcb3bd9ddafd13038999ac91093e679a0ad2459a652a,,,,,,
336,2025-11-02 22:55:12-0600,ESCROW MLP ENGLISH 2.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/ESCROW MLP ENGLISH 2.pdf,73818,00f75358f6d74cea846c2d3dc7ac9685fb24c4cef1fed79766b610f02172be4b,,,,,,
342,2025-11-02 22:55:12-0600,IT CAN BE LLC ΓÇ¿Wyoming Closely Held LLC.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/IT CAN BE LLC ΓÇ¿Wyoming Closely Held LLC.pdf,54986,3908d2f84a2b9bec978c080e7e8f0ae17c4aa6b091e05690cd580baaa6fbac2f,,,,,,
344,2025-11-02 22:55:12-0600,LETTER OF ENGAGEMENT ARIBIA LLC.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/LETTER OF ENGAGEMENT ARIBIA LLC.pdf,140197,c9322e77e64d98ef037db6da46d6fcfec7a5a787e4bcbfd2855622db26acedad,,,,,,
347,2025-11-02 22:55:12-0600,Morada Mami Account Statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Morada Mami Account Statement.pdf,164900,52873896a1e68bcf802debf4c4c84b9c2540e95de053c57757c05acb2d8c04c3,,,,,,
355,2025-11-02 22:55:12-0600,Searching nick@aribia.llc.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Searching nick@aribia.llc.pdf,291597,0a8375a15c0e67e78546aa3f259119de295d7691548dac7cbb2e338e5b07b6ee,,,,,,
361,2025-11-02 22:55:13-0600,2024-02-21 - Lease - Jill Williamson 05 30 2024.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-02-21 - Lease - Jill Williamson 05 30 2024.pdf,10984173,51f68ff41f2e8d4d828a5be1b539f3f003f7d83887012463e9f09412199ffe2c,,,,,,
362,2025-11-02 22:55:13-0600,2024-08-10 - Re Payment Due Final Demand for Payment ΓÇô Outstanding.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-08-10 - Re Payment Due Final Demand for Payment ΓÇô Outstanding.pdf,77943,96c9bce8fd280209583fd71a8fd96338b8f45121ea2e3f75d511e33367ef4ac4,,,,,,
363,2025-11-02 22:55:13-0600,2024-09-05 - Re Final Notice Phone Payment Due Tomorrow Action Required.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-09-05 - Re Final Notice Phone Payment Due Tomorrow Action Required.pdf,44740,af221a71c7ba0d6ade7c4a27886d143a8a1511a8417bbe90a1f9651de53ce65f,,,,,,
367,2025-11-02 22:55:13-0600,2024-12-02 - Formal Memorandum Medellin Property 15 29 31.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-12-02 - Formal Memorandum Medellin Property 15 29 31.pdf,165764,5b2fb7bf81fb830307586eb9d779292d579792ac2bfcedcc4f06a42cf8774b2f,,,,,,
371,2025-11-02 22:55:13-0600,statement 2.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/statement 2.pdf,255216,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,,,,
372,2025-11-02 22:55:13-0600,Statement11302022.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement11302022.pdf,129323,64dee967c25606a2d65e6b27b917f9f859d1a32be54c75f9a9c3c3348afed210,,,,,,
373,2025-11-02 22:55:13-0600,Statement12312022.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement12312022.pdf,136885,92b44c722e6820e2506fe0c5ff1d141e0f7e413e443c98483364e4fde36bbe6c,,,,,,
374,2025-11-02 22:55:13-0600,Statement2282023.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement2282023.pdf,129542,1466fa6630c5ceae2cac7868e9988555ef496fecffb589d98608829999966145,,,,,,
375,2025-11-02 22:55:13-0600,Statement3312023.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement3312023.pdf,128468,d246750acfb751a9938e6d5b83fc5e0d0717f55068c1f7d2ee3ff015a7c1387e,,,,,,
376,2025-11-02 22:55:13-0600,Statement4302023.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement4302023.pdf,119555,0a156b8f07dbbac7c543e15e8dd76bbfc54b78e2f50852c7304760a6d40df830,,,,,,
377,2025-11-02 22:55:13-0600,Statement5312023 2.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement5312023 2.pdf,114580,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,,,,
378,2025-11-02 22:55:13-0600,Statement5312023.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement5312023.pdf,114580,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,,,,
380,2025-11-02 22:55:13-0600,Statement8312023.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/Statement8312023.pdf,99476,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,,,,
381,2025-11-02 22:55:14-0600,2023-03-17 - Lease Agreement - Jala Howard 03 31 2023.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-03-17 - Lease Agreement - Jala Howard 03 31 2023.pdf,4267921,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,,,,
382,2025-11-02 22:55:14-0600,2023-03-30 - Lease Agreement - Kendall Patterson #211 07 15 2023.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-03-30 - Lease Agreement - Kendall Patterson #211 07 15 2023.pdf,4303166,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,,,,
383,2025-11-02 22:55:14-0600,2023-08-30 - Inventory Checklist Addison 2.docx,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-08-30 - Inventory Checklist Addison 2.docx,115773,53a9d1351c7320eb7b26f3b57e851d95c578ed068b9d1f04fad2cc21d0d3b629,,,,,,
384,2025-11-02 22:55:14-0600,2023-08-30 - Inventory Checklist Addison.docx,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-08-30 - Inventory Checklist Addison.docx,115773,a9b40ece6026d5e29c87e2699d3790d3c5346b438bedbd803d5ed9a16ae0afff,,,,,,
385,2025-11-02 22:55:14-0600,2023-09-05 - Lease Agreement - Berger Addison 10 01 2023.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-09-05 - Lease Agreement - Berger Addison 10 01 2023.pdf,4852399,8a854a7245290ac833ffc6606ce4b054dc37d37cdeac66b58d717a4b3e843c47,,,,,,
386,2025-11-02 22:55:14-0600,2023-11-03 - Rental Addendum 10 23 2023.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-11-03 - Rental Addendum 10 23 2023.pdf,550549,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,,,,
387,2025-11-02 22:55:14-0600,2024-02-06 - Arias%20Jan%202024%20of%20Notice%20to%20Pay%20Rent%20or%20Qu.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-02-06 - Arias%20Jan%202024%20of%20Notice%20to%20Pay%20Rent%20or%20Qu.pdf,119186,f49659141f3cf56171bd862288636825387e687f3046398dbbf6780340cd7c19,,,,,,
389,2025-11-02 22:55:14-0600,2024-05-17 - Rental Addendum 05 08 2024.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-05-17 - Rental Addendum 05 08 2024.pdf,388784,848de400e0a4dfe7df909385fd7ff763a7dd525146c658b6174ed072290ceea6,,,,,,
390,2025-11-02 22:55:14-0600,2024-06-27 - Lease Agreement - Cozy Castle 08 01 2024.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-06-27 - Lease Agreement - Cozy Castle 08 01 2024.pdf,2857645,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,,,,
402,2025-11-02 22:55:30-0600,2025-03-00 - Formal Repayment Request SNAP MISUSE.docx,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2025-03-00 - Formal Repayment Request SNAP MISUSE.docx,22748,dacfdb31c1b25c1894f13c13af7b1f3b9f7374232c11d99fd6e272e50d940f9b,,,,,,
403,2025-11-02 22:55:30-0600,2025-03-08 - LLC Terminations Withdrawal.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2025-03-08 - LLC Terminations Withdrawal.pdf,211128,f8875e20dc25c78f0cbab7413045d63b1af73b2db137f31ca369cc956e929ec0,,,,,,
404,2025-11-02 22:55:30-0600,2025-03-15 - FORMAL REQUEST FOR REPAYMENT ΓÇô PINE GROVE APARTMENT REFUND.docx,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2025-03-15 - FORMAL REQUEST FOR REPAYMENT ΓÇô PINE GROVE APARTMENT REFUND.docx,335677,9b73851b319c018a165bde49192443805ccb6c55b23f5e2e45ac3600ce5ccb35,,,,,,
407,2025-11-02 22:55:30-0600,2025-03-21 - eMail From Medellin Legal Partners re Luisa.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2025-03-21 - eMail From Medellin Legal Partners re Luisa.pdf,3057794,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,,,,
411,2025-11-02 22:55:48-0600,2024-04-09 - statement 2.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-04-09 - statement 2.pdf,24782,1804a48c53d55c7b6bd0bd7157dafd292377894039cce5b0b9348a94c22d340e,,,,,,
412,2025-11-02 22:55:48-0600,2024-06-01 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-06-01 - statement.pdf,23896,011149176a4f8e2367a9ed8456a603e803c5afdce23a98789ae88a3b807671b6,,,,,,
413,2025-11-02 22:55:48-0600,2024-07-01 - statement 4.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-07-01 - statement 4.pdf,24385,06a2bf6a5d8e6e77605ebc75de7cf537f0d33bb2f8d6156bf6187fe12da83e4b,,,,,,
414,2025-11-02 22:55:48-0600,2024-08-01 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-08-01 - statement.pdf,18680,bc360275a1d128f82c85b860be1eb03a08d3e2c3df12e8c9cf71b65bf75506d2,,,,,,
415,2025-11-02 22:55:48-0600,2024-09-23 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-09-23 - statement.pdf,90333,b1724f4679bc7b07e75446aafb9bb58f8a99e1948b3040f2be1f2bcf07409bd5,,,,,,
416,2025-11-02 22:55:48-0600,2024-10-01 - statement 4.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-01 - statement 4.pdf,14946,630bf3f57785ad575923683b0f6c196ad26c330fbf1398a4c1a833b05fa1b1c3,,,,,,
417,2025-11-02 22:55:48-0600,2024-11-01 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-11-01 - statement.pdf,35369,43e2bf213872c530bd2f6cf65f5e14c11d4261ff7870f8d816e7f96c0ec19bdb,,,,,,
418,2025-11-02 22:55:48-0600,2024-12-01 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-12-01 - statement.pdf,36313,05e6cab5bdca70947367732abd76484a9156f901221a561507740b2cbf2dc2a8,,,,,,
419,2025-11-02 22:55:48-0600,2025-01-01 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2025-01-01 - statement.pdf,16702,0a0cb9e885baf64686dd723b4ab6e5a2b31e56c17cc91ab7e14eade3337e8b56,,,,,,
420,2025-11-02 22:55:48-0600,2025-02-01 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2025-02-01 - statement.pdf,16595,e7c25709ff8b09d83b2fcc719d3c305ec5d87f1648762ebac1f35c3c1ebdf67e,,,,,,
463,2025-11-02 22:56:36-0600,2023-03-18 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-03-18 - statement.pdf,19224,10b11d9fc6fa32e6f7e46aebc62475e7d2d67d74c9016746be6b9dbf09a9b697,,,,,,
464,2025-11-02 22:56:36-0600,2023-04-01 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-04-01 - statement.pdf,30067,35a40cf35485d4bbd36cfa05b006a066ee3fc5ffff6331e24eb7834997457fcb,,,,,,
465,2025-11-02 22:56:36-0600,2023-07-01 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-07-01 - statement.pdf,13883,afb350017dbf185ac37b5ada9d53eaeade160a9b8506e5bbed9d65e747b6324f,,,,,,
466,2025-11-02 22:56:36-0600,2023-10-01 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-10-01 - statement.pdf,13777,d32ad3111bdad795e8b5baf8a86b7e787a3310624f4c46ac6d5b6a43db8cc4b0,,,,,,
467,2025-11-02 22:56:36-0600,2024-01-01 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-01-01 - statement.pdf,18042,7d709b450b56ebd63873d330985ba81f63f20e5eb9e78041dce98fbc97f4d308,,,,,,
468,2025-11-02 22:56:36-0600,2024-04-01 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-04-01 - statement.pdf,27952,a485651d464eac810c3f249b22709d95501b8225a6587f5b17e70b2c6f17db0e,,,,,,
469,2025-11-02 22:56:36-0600,2024-07-01 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-07-01 - statement.pdf,14029,343c7245a92dd9cb41b36205688260f53b710ed61bc235cb841f532e077f3497,,,,,,
470,2025-11-02 22:56:36-0600,2024-10-01 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-01 - statement.pdf,34696,bafc01c70617b455edf91b557c2169cfd74cb1430ec973a74514f5e916f7537d,,,,,,
471,2025-11-02 22:56:39-0600,2024-12-00 - Lease - Welcome Overview and Payment Instructions for City Studio.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-12-00 - Lease - Welcome Overview and Payment Instructions for City Studio.pdf,119435,7bdcbab46bc56cac5ca967b85d7d4096e66d6fa33f9c08d2fac41df7d6cf4f93,,,,,,
474,2025-11-02 22:56:39-0600,"2024-12-24 - Jenny is requesting information about 550 W Surf St #504,.pdf",ARIBIA LLC Evidence Flat,"/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-12-24 - Jenny is requesting information about 550 W Surf St #504,.pdf",1239824,7dd622734c2606e5db3a1c35301c648c6f96be0b6dff4a0fdc35514b1c07cc4d,,,,,,
476,2025-11-02 22:56:39-0600,2024-12-24 - Lease Agreement - Medellin Legal Re Request for.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-12-24 - Lease Agreement - Medellin Legal Re Request for.pdf,5925773,43dd4f345f7465fef05fb3ee3be12da18659db5e5db7e8952e440778e4c70b8c,,,,,,
477,2025-11-02 22:56:39-0600,2024-12-24 - Lease Agreement - Sharon Jones Re Request for.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-12-24 - Lease Agreement - Sharon Jones Re Request for.pdf,3693226,e486645441601e5efa57edf8a3ef5accefe339683dc442e36e841da5fbcbd15b,,,,,,
479,2025-11-02 22:56:39-0600,2024-12-24 - Re Subject Urgent Payment Cap Issue and Escalating.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-12-24 - Re Subject Urgent Payment Cap Issue and Escalating.pdf,1793443,8de2f790e18a9d1c0c5e8b7046e7852dd080200f4b5dcb189170d037fba70b25,,,,,,
480,2025-11-02 22:56:39-0600,2024-12-24 - Villa Vista or Apt Arlene A document was uploaded to your.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-12-24 - Villa Vista or Apt Arlene A document was uploaded to your.pdf,9707595,8668c4d97ce1c7679e7cbb85d132bae09f9e243af6c96af65412a368cb467b6a,,,,,,
514,2025-11-02 22:57:04-0600,2024-06-26 - statement.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-06-26 - statement.pdf,26017,c324ffce96b1232e59bd187db5048a8ddced0d8bf9d378cae5adb3e358b80c59,,,,,,
515,2025-11-02 22:57:04-0600,2024-07-01 - statement 2.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-07-01 - statement 2.pdf,13470,cd3de003e310480ea8730b4b4920fad60ef81420b76bdd562c81c4ccd76a3f92,,,,,,
516,2025-11-02 22:57:04-0600,2024-10-01 - statement 2.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2024-10-01 - statement 2.pdf,34672,c328003942867b1863aa213032936398aa76181010f8c7bc68e9ff505a5f524c,,,,,,
520,2025-11-02 22:57:10-0600,2023-05-01 - For medellin purchase Bianchi PERSONAL worksheet.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/2023-05-01 - For medellin purchase Bianchi PERSONAL worksheet.pdf,93176,5a18cc9c89e72018a951d442a7f2dd8fa2b2e4ed3bfe6ad824b7342a2fd8ba6f,,,,,,
534,2025-11-02 22:57:13-0600,aribia llc 1322 monthly statement 2023 06.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1322 monthly statement 2023 06.pdf,251915,1d7e88a227d4d774219c19be807660af1683c04f40a3194678e3fb4b84b3458c,,,,,,
535,2025-11-02 22:57:13-0600,aribia llc 1322 monthly statement 2023 07.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1322 monthly statement 2023 07.pdf,251710,0958b43524729d4f5497232196e9b1e93c8e211e8cc5fe62c21c661d23dc9bf0,,,,,,
536,2025-11-02 22:57:13-0600,aribia llc 1322 monthly statement 2023 08.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1322 monthly statement 2023 08.pdf,251684,491ba15683d9cf789928209c197936f6420ba1050b70bf31424dff95cd62fd4c,,,,,,
537,2025-11-02 22:57:13-0600,aribia llc 1322 monthly statement 2023 09.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1322 monthly statement 2023 09.pdf,251755,588c298330c19235d51e074e1804b3f9100b6b0b4a3e6354bef4a5567b9519a1,,,,,,
538,2025-11-02 22:57:13-0600,aribia llc 1322 monthly statement 2023 10.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1322 monthly statement 2023 10.pdf,252357,c590500851a82663456788201d7567f831cb102a070f0139db558726c03ff751,,,,,,
539,2025-11-02 22:57:13-0600,aribia llc 1322 monthly statement 2023 11.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1322 monthly statement 2023 11.pdf,252345,8b52abd05226169c2d3d96fd310853a322511ffff657bf11aba628b6c241ae66,,,,,,
540,2025-11-02 22:57:13-0600,aribia llc 1322 monthly statement 2023 12.pdf,ARIBIA LLC Evidence Flat,/Users/nb/Library/Mobile Documents/com~apple~CloudDocs/ARIBIA LLC Evidence Flat/aribia llc 1322 monthly statement 2023 12.pdf,251046,ea83e781e63571a9bd7446b7fea1364106c5079be1f3595a3f9e99adc0b8ad5e,,,,,,
